0,真的很快乐！,0,"[""评论者表示对某个事件或事物感到快乐""]",0,"[""网友对某个事件或话题表达了积极的态度和情绪""]",1,[],0,"[""评论表达了积极的情绪和快乐的态度，表达方式清晰、明确，符合社交媒体的正常表达方式""]",0,"[""表达了积极的情绪和喜悦""]",0,[],0,"[""情感倾向：积极，主题和话题：快乐，目标对象：无，潜在意图：表达自己的情绪，上下文关联：无，话语结构：简单句，标点符号：无，用户背景：无""]",0,"[""情感倾向：积极的，表示作者的快乐情绪；主题和话题：快乐；目标对象：无明确的目标对象，可能是作者自己或者他人；潜在意图：表达快乐的感受；上下文关联：无明确的上下文关联，可能是随意发表的评论；话语结构：简单的陈述句式；标点符号：无标点符号；用户背景：无法确定，可能是任何人""]",1,[],0,"[""评论中并没有使用任何恶意语言或暗示""]",0,"[""评论表达了正面的情绪和积极的态度，表明了作者对某些事情的喜悦和满足""]",1,[],0,"[""评论表达了对某个事件的喜悦和满意""]",0,"[""用户表达了对某个事件或事情的喜悦和满足""]",1,[]
1,所以当看到这个提案时，我突然觉得这是一个打着为女性好的男权主义者，好可怕,1,"[""网友对提案提出了男权主义者的批评，认为提案是打着为女性好的名义，但实际上是为了维护男性的利益""]",1,"[""网友对提案持批评态度，认为提案中存在男权主义倾向，认为这种倾向是可怕的""]",1,[],1,"[""男权主义者是一种对女性不友好的思想和行为""]",1,"[""男权主义者是指那些认为女性应该处于次级地位的人""]",1,[],1,"[""情感倾向：负面，表达了对男权主义者的厌恶和恐惧；主题和话题：男权主义，指出提案中的男权主义者好可怕；目标对象：提案中的男权主义者；潜在意图：表达对男权主义者的反对和批评；上下文关联：男权主义提案；话语结构：陈述句；标点符号：无；用户背景：对男权主义者持有负面态度""]",1,"[""情感倾向：负面；主题和话题：男权主义；目标对象：提案；潜在意图：指责；上下文关联：与提案相关；话语结构：排比句；标点符号：逗号；用户背景：未知""]",1,[],1,"[""该评论表达了对提案的质疑和不信任，认为提案中的男性主义者打着为女性的名义，但实际上是为了满足自己的私利。""]",1,"[""该评论指出提案可能存在男权主义倾向，认为提案不符合女性权益""]",1,[],1,"[""这个评论认为提案打着为女性好的男权主义者的外表，但实际上是对女性不友好的行为""]",1,"[""男权主义者指的是那些认为男性应该有优先权和特权的人""]",1,[]
0,向996说不。,1,"[""对996制工作制度的不满和反对""]",0,"[""996是指工作时间长、工资低的工作环境，网友表示反对这种工作环境""]",1,[],0,"[""996指的是工作时间过长，工作压力大，劳动力市场竞争激烈的情况。""]",1,"[""996是指在工作中长时间加班，工作量大，工作环境恶劣的工作模式，反对这种工作模式的表达方式""]",1,[],1,"[""该语句表达了作者对996工作制的不满和反对，强调了拒绝996的重要性和必要性。""]",1,"[""拒绝996的工作制度，表达了对996制度的不满和抗议""]",1,[],1,"[""用户表达了对996工作制度的不满和反对""]",1,"[""对996的工作制度进行反对和抵制""]",1,[],0,"[""反对996工作制的评论，表达了对996工作制的不满和反对""]",0,"[""996工作制是指公司要求员工每天工作超过12小时的制度""]",1,[]
1,？？？老师干脆24小时陪着学生算了建议能不能过过脑子？？？,0,"[""对老师的工作要求更高，希望老师能够更好地陪伴学生""]",1,"[""网友对老师的工作方式提出批评，认为老师应该更加关注学生的学习和陪伴学生""]",1,[],1,"[""对老师的要求过于苛刻，可能会给老师带来压力""]",1,"[""学生可能对老师的教学方式不满意，建议老师更好地管理时间""]",0,"[""老师被要求24小时陪着学生算题，建议老师能不能过过脑子，可能是对老师的工作要求过高""]",0,"[""情感倾向：抱怨、不满、疑惑；主题和话题：教育、老师；目标对象：老师；潜在意图：希望老师能够更好地陪伴学生；上下文关联：无；话语结构：疑问句；标点符号：有；用户背景：学生或家长""]",1,"[""情感倾向：不友善，表达了对老师的不满和不理解；主题和话题：教育、老师；目标对象：老师；潜在意图：表达对老师的不满和不理解；上下文关联：无；话语结构：疑问句；标点符号：有；用户背景：学生或家长""]",1,[],0,"[""用户对老师的工作方式提出建议，表达了对老师的尊重和关心。""]",0,"[""用户对老师的工作方式提出建议，表达了对老师的关心和期望""]",1,[],1,"[""对老师的工作要求过高""]",0,"[""对老师的工作要求过高，可能会导致老师过度劳累""]",1,[]
0,还是可以的哈,0,"[""对某个事件的观点表达，表达了个人立场""]",0,"[""这是一个简单的肯定回答，表达了对某个事件的支持或认可""]",1,[],0,"[""这是一个短语，表达了积极的态度和肯定的语气""]",0,"[""这个评论表达了对某个事物或观点的积极态度，表示可以接受或继续努力""]",1,[],0,"[""语境中表达了对某个事件或行动的积极态度""]",0,"[""这是一个简单的肯定语句，表达了对某件事情的赞同和支持。""]",0,"[""情感倾向：中立；主题和话题：不明确；目标对象：不明确；潜在意图：表达赞同或同意；上下文关联：无明确上下文关联；话语结构：简单陈述句；标点符号：使用了哈符号；用户背景：不明确""]",0,"[""用户对某事物的态度是积极的，表示可以接受或尝试。""]",0,"[""这是一种肯定的回答，表达了积极的态度""]",1,[],0,"[""对于某一事件，人们可以表达不同意见""]",0,"[""对某个事件的看法""]",1,[]
1,这他妈什么奇幻新闻这热搜里都什么牛马啊,1,"[""网友对热搜新闻的评论，使用了粗俗的语言""]",1,"[""网友对热点事件的评论可能有冒犯到个人或集体的内容""]",1,[],1,"[""这句话表达了对新闻的不满和不信任""]",1,"[""评论中使用了粗俗的语言和不恰当的比喻""]",1,[],1,"[""情感倾向：不友善，表达了对新闻的不满和质疑；主题和话题：热搜新闻；目标对象：热搜新闻；潜在意图：表达不满和质疑；上下文关联：无；话语结构：用粗俗的语言表达了不满和质疑；标点符号：无；用户背景：不确定""]",1,"[""这句话中使用了脏话和不恰当的语言，表达了对某些新闻的不满和反感。""]",1,[],1,"[""这位用户对热搜中奇幻新闻的内容感到不满和不理解，使用了“他妈”来表达自己的不满和失望，语言中有恶意和攻击性。""]",1,"[""这句话中使用了粗俗的语言和不恰当的比喻，可能会让人感到不舒服。""]",1,[],1,"[""网络暴力言论""]",1,"[""对热搜中的一些奇幻新闻表示不满，可能是对新闻内容不满意，或者对热搜的热度感到疑惑""]",1,[]
0,这届代表可真逗,0,"[""代表们的表演方式过于搞笑""]",0,"[""代表大会上代表们的言行举止""]",1,[],1,"[""这句话的表面意思是‘这届代表很搞笑’，但可能暗示这届代表缺乏严肃性或专业性""]",0,"[""评论者对代表的态度可能是好奇或者不满""]",1,[],1,"[""这句话的情感倾向是幽默的，表达了对某个政治事件或政治人物的不满和反感。""]",1,"[""这句话中的""逗""是一个贬义词，表示不尊重或嘲笑。""]",1,[],1,"[""这句话可能是对某些政治人物或事件的讽刺和批评，表达了对政治局势的不满和不满意""]",1,"[""这句话可能是对某些政治代表的讽刺，可能是对他们的工作方式或决策感到不满""]",1,[],0,"[""代表大会中，代表们的言论和行为可能会引起争议和讨论""]",0,"[""这句话可能是对某一事件的议会代表的讽刺或嘲笑""]",1,[]
0,这提议不错👏,0,"[""这提议不错""]",0,[],1,[],0,"[""这提议不错，表示赞同或支持""]",0,"[""这提议不错""]",1,[],0,"[""这提议不错""是对某个提议的赞同和肯定，表达了对该提议的支持和认可。""]",0,"[""这句话表达了对提议的赞同和认可，使用了👏表情符号表示鼓掌""]",1,[],0,"[""用户对提议的积极评价""]",0,"[""这条评论表达了对提议的赞同和支持""]",1,[],0,"[""支持提议""]",0,"[""该评论表达了对某个提议的赞同和支持""]",1,[]
0,正解，赞同,0,"[""网友对事件的正解和赞同表示了对事件的认可和支持""]",0,"[""网友赞同事件的正解""]",1,[],0,"[""这是一个表达赞同的评论""]",0,"[""评论中使用了正解和赞同的词语，表达了对正解的认可和赞同""]",1,[],0,"[""赞同正解，表达了赞同和支持的意愿""]",0,"[""该评论表达了对某个问题的正解和赞同，情感倾向为积极的，主题和话题是解决问题，目标对象是问题本身，潜在意图是表达赞同和支持，上下文关联是与问题相关，话语结构为简洁明了，标点符号无误，用户背景可能是有问题的解决能力和对问题的了解""]",1,[],0,"[""用户赞同了正解的观点""]",0,"[""用户表达了对正解的赞同""]",1,[],0,"[""对某一事件的正面评价""]",0,"[""对某一事件的正面评价和赞同""]",1,[]
0,不同意取消,1,"[""网友不同意取消某个活动或项目""]",0,"[""不同意取消可能是因为对事件的理解和看法不同，或者认为取消会带来不利影响""]",1,[],0,"[""对某个决定或行动的不认同""]",1,"[""表示对某个决定或行动的反对或抵制""]",1,[],0,"[""不同意取消""]",1,"[""情感倾向：不满意；主题和话题：取消；目标对象：取消；潜在意图：表达不满意；上下文关联：与取消相关；话语结构：简单句；标点符号：无；用户背景：不确定""]",1,[],0,"[""用户表达了不同意取消的观点""]",0,"[""该评论表达了不同意取消的观点，可能是对某个决策的反对意见。""]",1,[],0,"[""对某一事件的取消意见不同""]",0,"[""对某个决定或行动的反对""]",1,[]
