"0","团平台点的外卖，食物中吃到一半发现有异物，吃到头发，打电话给商家，商家态度恶劣，还说有异物，有头发是很正常的。找了美团客服不处理。昨天找了客服，还让他们限制了，不让我找他们。一直显示排位中。等了几个小时，到进不了。他们现在不处理，不理我反馈的问题"
"0","10月19日在美团外卖上点了一家豆腐脑店里面的韭菜木耳灌饼 食品变质"
"0","原告于2023年9月10号在浙江省衢州市江山市解放路，饿了么外卖平台购买隆江猪蹄饭一份，在2023年9月10号下午打开食用，食用过程中，在猪蹄饭吃到虫子，遂将该产品拍照发给被告，请求按（食品安全法）第一百四十八条第二款进行赔偿，被，被告拒绝，现依法请求法院判决被告对原告进行赔偿，处罚。"
"0","美团外卖吃出头发异物不道歉不退款，还限制用户退款功能，美团客服又联系不上。"
"0","在饿了么平台点了一份手撕鸡，打开后吃了几囗发现有毛发，像是液毛一样，太恶心了，当场我就吐了，当晚我拉了2次肚子，于是我联系商家，商家不予理会，后来我联系平台客服专员，专员工号：334***包庇商家，不处罚商家，希望平台给我一个说法。"
"0","大概在8:50多左右，点了水煮鸡肉片和水煮鱼片，水煮鸡胸肉里面有一根头发，感觉没食欲了，下次再也不点了"
"0","点外卖，外卖中有半只苍蝇，美团没有线下审核，被只赔付30元了事，并被诬陷是我们放进去的"
"0","9月14日在京东购买的商品，从9月22日反馈食品中虫腿，中途有一个人回复过两次之后，我不同意他们给出的方案后一直没有人处理，也没有收到任何答复"
"0","于18日晚订购饿了么外卖，但吃到一半发现饭里有头发，非常恶劣！"
"0","食品安全问题，包装食品内吃出苍蝇真的很恶心。那说明他们的面饼至少被很多只苍蝇爬到过，才能够留下一只死苍蝇在面饼里面。我也是在冲泡的时候搅开那个面饼，才发现里面有苍蝇，他们甚至表示拆开就不予赔偿"
"0","第一无经营资质，第二中药切片包里有头发。"
"0","商家不给做餐，等不上取消平台扣骑手钱。而且态度强硬。不给解决。"
"0","情况是这么一个情况，我当时车辆损坏，我在修理车的时候，然后我接到了一个订单，然后我看了一下这个订单我可能送不了，然后我就和顾客和商家及时的去沟通，说让他们转给其他的一个众包选手。然后商家这一边他可能不会操作，然后商家这边就直接取消了订单，商家这边也取同意了，取消顾客那边也同意了，但是我不知道为什么我没拿他的餐，这个残损为什么会扣到我头上来？扣了我88块55。不知道为什么我没拉他的餐，并且顾客也同意了，我和顾客当时也说明了情况。这不是霸王条款吗？想扣就扣。什么责任全是骑手来买单？"
"0","平台乱扣钱，罚款，明明跟顾客沟通好了的餐丢了让顾客申请餐损，平台缺扣我50块钱，餐总共都没50元钱。"
"0","因为我们乐跑没有过江单，也没有17km这么远的订单，所以说取消了。打了好几次客户也没有处理好，订单号发给骑士长已没有处理好。导致于扣款6元影响数据。"
"0","本月18号中午有一笔订单，我朋友用我手机下的订单，我正常接单，配送，交于顾客手上，美团平台判定虚假配送，恶意扣款，人家花钱买的东西，付了钱，我正常付出我的时间来配送，说我虚假配送，美团吃相太难看了点吧，吃顾客，吃商家，吃骑手，"
"0","闪送骑手没有穿工服扣费50元，工服需要自己买，并没有免费发放工服，没有签劳动合同，没有理由要求我们穿工服"
"0","10007*********11835   28293*********4058   这两个关联订单，我在手动抢单一个之后，系统又给我派来另外一个订单，本来根据时间加里程只够一个订单的配送时间，系统居然又给我派一个单，我在接完单之后用导航一计算才发现时间完全不够，像这种情况，系统应该比人工应该更能精确计算配送时间够不够的，我却不明白为什么又要给我派两个单，五十码车速急赶慢赶的，两个订单都产生了不同程度的超时，因为系统派单的原因导致我跑了一两个小时，到最后实际到手的钱还没有一个单子的钱多，配送时间和配送里程明明只满足一个订单的时间，系统又给派一个，正常来说系统应该比人工更容易计算出精准配送时间的，因为这样的派单，导致骑手超时扣款这么严重，平台却说不能给予解决，任谁心里能接受呢，这种订单平台铁定扣钱的，还要求你强行给它配送完成，吃一份拿一份嘛?不拿骑手当人嘛?想着法的吃骑手的配送费"
"0","该订单顾客位置无法进入，系统申诉成功，还是产生了2.0罚单，与客服申诉无果，客服跟我说，因为我送完以后，顾客退款了，所以产生罚单，我送完之后退款跟我什么关系？客服就这么欺负骑手是吧？这样以后谁还敢给你打工。"
"0","美团平台乱扣骑手钱，餐都送到顾客手上，还说我虚假配。"
"0","美团众包私自扣款，商家包装简陋，顾客拒收餐品，美团众包直接定义为餐品包装破损，由骑手承担损失，美团众包无发证明由骑手破坏餐品，仅由顾客随意编造理由退货，断定餐品由骑手破坏而扣款"
"0","手机屏幕质量问题，购买屏幕换上之后屏幕一直闪烁，然后现在直接无法触控！"
"0","在拼多多龙泰大药房旗舰店买到发霉变质药品 不予正规合法处理"
"0","买了一个红豆薏米茶，结果泡在水面有虫子浮出来了，商家非要退一赔一，我需要按照食品安全法进行赔偿"
"0","本人2020年8月22日在拼多多格林美容院店购买的点痣药水，商家说是植物药水可以放心使用，本人在使用后皮肤出现剧烈灼烧感，形如硫酸，当时脸部，胳膊都受到了剧烈灼烧。本人已在拼多多客服上跟客服说明情况，但客服说以后会恢复好，但经过三年灼烧部分仍没有恢复好，胳膊处形成了增生疤痕，可以见得当时就是硫酸，商家后续仅给赔付了三十五元，但形成增生疤痕后续治疗根本不是这个价格，商家说是涂的量多了，但是前提商家并没有说会留下增生疤痕，本人认为这不该成为商家不为自己产品安全问题负责的理由，根据我国法律规定，不得生产不符合安全标准的商品，更是不得销售硫酸，消费者除要求赔偿损失外，还可以向生产者或者经营者要求赔偿进行后续治疗。"
"0","猴头原皮原色生长线不会是红色，他家的生长线是红色的，他家不承认这是泡药猴头，订单上的图片里串的生长线仔细看也是红色的。"
"0","2022.10.17我在京东商城购买了两瓶善存维生素片，其中第二瓶最近打开来吃了一段时间，发现里面的维生素片都发霉变质了，这瓶维生素片产品保质期到2023.12，2023年8月份我联系京东客服，客服说是我保管不善造成的，我对此不能理解，我是正常使用，且里面的干燥剂还在，却要说是我保管不善，我是正常使用的，不存在保管不善的情形，还在保质期内药品发生变质，京东客服推诿不予处理。"
"0","本人2020年8月22日在拼多多格林美容院店购买的点痣药水，商家说是植物药水可以放心使用，本人在使用后皮肤出现剧烈灼烧感，形如硫酸，当时脸部，胳膊都受到了剧烈灼烧。本人已在拼多多客服上跟客服说明情况，但客服说以后会恢复好，但经过三年灼烧部分仍没有恢复好，胳膊处形成了增生疤痕，可以见得当时就是硫酸，商家后续仅给赔付了三十五元，但形成增生疤痕后续治疗根本不是这个价格，商家说是涂的量多了，但是前提商家并没有说会留下增生疤痕，本人认为这不该成为商家不为自己产品安全问题负责的理由，根据我国法律规定，生产不符合食品安全标准的食品或者经营明知是不符合安全标准的商品，更是不得销售硫酸，消费者除要求赔偿损失外，还可以向生产者或者经营者要求赔偿进行后续治疗。"
"0","买了他家药越吃越严重，病情好多天一点都不好转，换了药店的同款药，吃了立马好转当即就康复。本来看评论区有同样情况，我还半信半疑，但越吃越不对劲，就换了药店的药效果果真天差地别。然后对比了包装，假药瓶盖明显透光发白，真药瓶盖是厚实的奶白色，味道也不一样，假药闻着甜腻香精味，真药闻不出来"
"0","当初我的小狗有点皮肤病 然后买了他店的药 结果用完之后病更严重了"
"1","这个笔是假的 无论根据质感 写字流畅度 都是假的很明显而且笔芯走珠与口不匹配我让客服说 如果是假的怎么办客服逃避问题 不敢正面回答最后以我说如是假货 罚10倍"
"1","2023.10.8在淘宝店铺“王府井专柜店”下单购买了一支188的YSL口红，2023.10.15发现不对劲，价格似乎过于便宜（正品400左右），同时也刷到小红书的真假对比，自己对比也发现不对劲，然后在得物平台和维鉴平台都做了鉴定，鉴定结果均为假货，在咸鱼的也做了鉴定，是假货。产品的防伪码，也查找不到任何消息，条形码也没有任何产品信息，现在这款商品店铺已经下架了，但又上架了同样的产品，商家没有营业资格证，淘宝保证金也只缴纳了500元。这款产品之所以这么便宜，商家给的理由是活动专享，专柜直发，还说是免税产品。做的鉴定一个都不承认，说是要专柜鉴定，防伪码查验不到任何消息就说商品信息还没有收录，要我去专柜鉴定，专柜根本不会给我们鉴定呀，他就是瞅准了这一点，要死不松口。条形码的问题就说要我去淘宝扫码搜索，搜出来的又不是他家的产品，都是400的官方店铺正品，根本就没什么关系，一直不正面回答，一直强调是正品，要他给出商品的发票或者购买记录来证明商品的真伪，他就不回答。"
"1","我于2023年9月25日在闲鱼平台，购买了一辆捷安特660山地自行车。在购买过程中，多次询问商家产品细节，买家也都表示产品为正品。自行车在2023年10月11日签收，由于本人还是学生，需要上课，没有第一时间去专卖店证明车真假。10月13日卖家哄骗我点击了确定收货。第二天周六我去专卖店，专卖店老板表示这辆车为假货，我去闲鱼平台找卖家询问，卖家一直不回复我，后面拨打其电话，直接给我拉黑。去闲鱼平台，闲鱼平台一直在打太极，推脱责任。"
"1","2023年10月10日在抖音平台，店铺名（潮街区工作室2号店）购买了一件北面冲锋衣，消费299元，收到货在平台鉴定为假冒品牌"
"1","京东搜索海尔冰箱，推荐店铺海尔海运专卖，咨询商家客服发送产品链接海尔冰箱，店铺标题商品均未提及统帅产品，商品详情，上面一大堆海尔冰箱介绍，只有很渺小的冰箱图片有些不清晰的统帅英文logo（本人根本不知道统帅的英文logo）"
"1","拼多多鞋子宣传跟我说是正品，然后我下单。到货后工艺差，有胶水，很明显就是冒牌的。联系客服处理，客服不给处理。还联系不上人工。"
"1","在淘宝上买了步步高学习机，发个步步速的过来，用了半个月坏了拿到手机店维修才发现是假货，因为是小孩在用当时没有发现，申请退货退款一年了多次申请都被忽悠，说商家保证金不足资金一到就退给我，现在又跟我说退不了，可是商家还在淘宝买货"
"1","二零二三年九月十一日下单购买了一款铂金戒指，九月十四日收到货结果发现并不是我所购买的真正的铂金戒指，我在购买钱一二再而三的询问商家是否为铂金戒指才下单购买，事后，我决定维护自己的合法权益，向拼多多官方申请了假一赔十或者退一赔三的诉求，结果拼多多官方客服只在信息上答应了我，结果后面给我拖了一个多月仍旧没有处理，我又去询问了一下，结果他们压根就没有给我备注处理，仅仅给我申请了退货退款就草草了事了，我希望能够给我一个公道，白白浪费我这么多时间，事情却没有处理，目前商家仍旧在卖此商品"
"1","10.13购入的猫粮，10.15收到猫粮本人于10.17早上拆封时发现日期印刷体异常，发现猫粮上贴有百利标和百配标两种认证标，开始在百利官方公众号和百配官方公众号中查询授权店铺，未发现极肃宠物用品专营店这家店铺，找到店铺客服要求出示授权证书，一开始对方以“不能出示给个人为由拒绝出示，后来在我的坚持下出示了一份“授权证书”，但盖章的并非百利官方，疑似假的授权证书。店铺有“假一赔四”的标签，我要求查明店铺所售给我的猫粮是否为百利正品且是百配官方渠道的货，如不是正品，我要求获取假一赔四的赔偿。10.19淘宝客服电话告知我店家补充了新的授权证书，判定卖家一半真一半假，授权证书判定真，但无进货单举证。以下疑问均可说明我对售假的怀疑：1.买家无法说明百利官方公开的授权店铺名单里为何没有这家店，且前后出示的授权证书是不同的，那么证书的真伪依然存疑2.平台已告知卖家无法提供进货单，那么有授权却无进货单是否也说明了问题？售卖给我的猫粮到底是否为百配渠道来的完全证明不了。3.日期印刷体歪七扭八，非常不正规，加上前面两点，仍然怀疑卖家兜售假货"
"1","在山姆全球购买的两瓶雅诗兰黛小棕瓶都没有塑封，其中一瓶开口处被撕开而且防伪码被刮开，严重怀疑是二手货或者被调包，要求退货退款并道歉"
